0,0,76,976,-336              
1,1,-80,1008,228             
0,1,76,968,-344              
1,2,-76,1012,228             
1,3,-76,1020,236             
0,3,76,980,-312              
1,4,-80,1016,240             
1,4,-80,1008,236             
0,5,72,984,-312              
1,5,-80,1008,236             
0,6,72,984,-308              
0,7,72,984,-312              
0,8,76,980,-312              
1,8,-72,1012,236             
0,9,72,988,-312              
1,9,-80,1008,244             
0,10,52,1020,-212            
1,10,-92,1000,264            
0,11,76,948,-268             
0,12,72,976,-344             
0,13,36,1004,-320            
1,13,-84,992,224             
0,14,60,992,-344             
0,14,40,980,-348             
0,15,36,964,-352             
0,16,32,968,-348             
1,16,-64,1016,224            
0,17,24,980,-352             
1,18,-80,1016,244            
0,18,24,988,-360             
1,18,-72,1012,232            
0,19,24,968,-348             
1,20,-92,1008,240            
0,21,36,1020,-304            
1,21,-144,1028,288           
0,22,-48,1120,-596           
0,23,52,792,-208             
0,23,372,1212,-268           
1,23,-108,1008,188           
0,24,104,932,-312            
0,25,528,688,-552            
0,26,512,708,-544            
1,26,156,1020,84             
1,27,-16,1024,280            
0,28,248,1100,-604           
0,28,-228,356,-788           
1,28,-256,732,-180           
1,29,-408,1004,372           
0,30,360,688,-844            
0,31,68,332,-556             
1,31,4,788,-44               
0,32,8,1128,-120             
0,33,-68,924,-468            
0,33,128,876,-428            
0,34,60,948,-340             
1,34,-100,1012,204           
0,35,64,984,-376             
0,36,64,964,-368             
0,37,76,972,-336             
1,37,-120,1004,360           
0,38,64,1004,-120            
1,38,-100,1008,244           
0,39,52,1040,-132            
1,39,-108,1008,264           
0,40,64,1068,-148            
0,41,64,968,-244             
0,42,52,1024,-244            
1,42,-100,1008,260           
0,43,64,1020,-160            
0,43,56,1012,-180            
0,44,72,1016,-180            
1,44,-124,1000,288           
1,45,-120,992,276            
0,46,68,1012,-204            
0,47,68,1016,-188            
1,47,-120,996,288            
1,47,-116,992,284            
0,48,68,1012,-200            
0,49,64,1012,-200            
0,50,68,1012,-192            
1,50,-116,1004,280           
0,51,72,1016,-192            
0,52,64,1016,-196            
1,52,-120,996,288            
0,52,68,1016,-180            
0,53,84,1004,-208            
0,54,100,1016,-100           
1,54,-116,988,296            
0,55,68,1032,-68             
0,56,64,1028,-80             
0,57,60,1024,-92             
1,57,-120,992,292            
0,57,64,1020,-108            
0,58,60,1024,-100            
0,59,68,1028,-100            
0,60,64,1024,-104            
1,60,-120,992,300            
0,61,60,1028,-108            
0,62,52,1028,-108            
0,62,64,1020,-108            
1,62,-116,988,296            
0,63,68,1024,-120            
1,64,-120,992,296            
1,65,-120,992,304            
0,66,72,1024,-136            
1,66,-124,992,304            
0,66,68,1024,-128            
0,67,76,1024,-132            
1,67,-120,992,300            
0,68,76,1024,-128            
0,69,92,1016,-144            
1,70,-124,984,300            
0,71,76,1020,-144            
1,71,-124,992,304            
0,71,72,1020,-144            
1,72,-120,988,304            
1,73,-124,996,292            
1,74,-124,996,300            
0,75,48,1024,-128            
1,75,-120,984,300            
0,76,52,1028,-144            
1,76,-112,988,300            
0,76,56,1016,-148            
0,77,60,1016,-148            
1,78,-124,992,300            
1,79,-120,992,296            
0,80,52,1020,-156            
1,80,-116,984,300            
0,81,56,1028,-96             
1,81,-120,984,300            
0,81,56,1024,-124            
1,82,-120,992,300            
1,83,-116,988,296            
1,84,-120,988,308            
1,85,-124,996,304            
1,86,-120,988,304            
0,86,64,1024,-160            
