0,0,60,940,-436              
1,1,-120,972,316             
0,1,36,932,-444              
1,2,-116,972,336             
0,2,36,944,-440              
1,3,-108,980,328             
0,3,76,952,-416              
1,4,-128,968,320             
1,4,-116,988,320             
0,4,112,936,-432             
1,5,-124,984,304             
1,6,-124,980,316             
1,7,-124,976,320             
0,7,48,932,-436              
1,8,-120,980,324             
1,9,-120,976,324             
1,9,-128,984,316             
0,9,52,944,-432              
1,10,-128,976,316            
1,11,-112,984,312            
1,12,-128,984,316            
0,12,48,944,-428             
1,13,-116,984,304            
1,14,-132,984,328            
1,14,-120,980,324            
0,14,52,924,-480             
1,15,-112,976,324            
1,16,-124,972,312            
0,17,48,920,-464             
1,18,-124,976,328            
0,18,48,924,-452             
0,18,48,928,-460             
1,19,-124,972,320            
0,19,48,928,-468             
1,20,-120,968,324            
0,21,52,932,-452             
1,22,-128,964,340            
1,23,-120,972,336            
0,23,44,936,-452             
1,23,-124,972,328            
1,24,-120,968,328            
1,25,-120,968,332            
0,25,52,932,-456             
1,26,-116,984,320            
1,27,-120,976,336            
1,28,-128,972,340            
0,28,36,928,-444             
0,28,64,928,-488             
1,29,-132,988,312            
1,30,-144,976,308            
1,31,-112,980,304            
0,31,84,952,-380             
1,32,-128,972,296            
1,33,-112,984,304            
0,32,16,940,-428             
1,33,-128,984,292            
0,34,52,944,-428             
0,35,36,952,-428             
1,36,-136,976,304            
0,36,40,956,-420             
1,37,-128,976,312            
1,38,-124,984,308            
1,38,-136,980,308            
1,39,-132,972,316            
1,40,-128,980,316            
0,40,80,932,-452             
1,41,-128,976,320            
0,41,76,932,-452             
1,42,-124,980,320            
1,43,-124,984,320            
0,43,72,932,-456             
1,44,-128,976,324            
0,44,72,932,-456             
0,45,96,956,-392             
1,46,-28,996,252             
0,46,208,904,-444            
1,47,-72,976,328             
1,47,-96,980,348             
1,48,-100,968,352            
0,48,112,984,-324            
1,49,-108,992,300            
1,50,-120,992,276            
1,51,-100,992,288            
1,52,-104,1000,292           
0,51,112,872,-548            
1,52,-92,988,292             
1,53,-100,988,296            
1,54,-96,980,316             
0,54,32,944,-408             
1,55,-100,988,324            
1,56,-104,988,308            
1,57,-112,992,272            
0,56,72,932,-472             
1,57,-104,976,336            
1,58,-108,980,288            
0,59,76,888,-540             
1,60,-108,984,296            
