0,106,32,1016,-168           
1,107,-96,1008,208           
1,108,-92,1024,212           
0,108,24,1024,-156           
1,109,-92,1016,204           
1,109,-88,1020,212           
1,110,-84,1016,208           
1,111,-92,1020,208           
0,111,28,1024,-172           
1,112,-84,1016,216           
1,113,-92,1016,212           
1,114,-76,1012,216           
1,115,-88,1012,216           
0,115,28,1020,-164           
0,116,24,1016,-164           
0,117,36,1016,-172           
1,118,-84,1020,208           
0,118,28,1016,-156           
0,119,12,1028,-128           
1,120,-88,1016,216           
0,121,24,1020,-116           
0,122,20,1020,-140           
1,124,-92,1016,212           
0,124,16,1024,-132           
1,124,-84,1020,212           
0,125,16,1024,-136           
1,125,-80,1020,204           
0,126,20,1024,-148           
1,128,-84,1020,204           
0,129,24,1024,-144           
1,128,-84,1016,196           
1,129,-80,1020,204           
0,130,20,1020,-136           
1,130,-84,1020,200           
1,131,-84,1012,208           
0,132,28,1024,-128           
1,132,-84,1016,200           
0,133,12,1024,-144           
1,133,-84,1012,220           
0,135,192,976,-176           
1,135,56,996,236             
0,136,-152,992,-208          
1,136,-200,980,176           
0,137,228,968,-196           
0,138,-192,960,-240          
0,138,44,1028,-144           
1,138,-80,1024,200           
0,139,140,1000,-192          
1,139,-52,1024,196           
0,140,160,1000,-224          
1,140,-52,1024,196           
0,141,152,996,-208           
1,141,-52,1020,200           
0,142,152,1008,-208          
1,142,-48,1020,208           
0,143,152,1000,-216          
0,143,152,1000,-212          
1,143,-48,1020,220           
0,144,204,992,-232           
0,145,168,992,-224           
0,146,168,992,-228           
1,146,-44,1016,224           
0,147,160,996,-212           
0,148,132,1008,-204          
0,148,112,1012,-204          
1,148,-48,1008,228           
0,149,84,1008,-212           
0,150,84,992,-212            
0,151,60,1008,-224           
1,151,-52,1016,212           
0,152,72,1012,-212           
0,153,80,1000,-220           
0,153,56,1012,-212           
0,154,64,1012,-212           
1,154,-68,1012,212           
0,155,72,1012,-212           
0,156,68,1004,-208           
0,157,76,1020,-200           
1,157,-64,1012,220           
0,157,88,1020,-184           
0,158,84,1008,-192           
0,159,84,1016,-192           
1,159,-60,1016,220           
1,160,-60,1016,228           
0,161,96,1016,-192           
0,162,92,1012,-196           
1,162,-56,1004,216           
0,162,92,1008,-196           
0,164,84,1012,-192           
1,164,-60,1016,216           
0,165,84,1016,-192           
0,166,88,1016,-192           
1,166,-56,1016,228           
1,167,-68,1016,224           
0,167,84,1008,-200           
0,170,-84,1036,-96           
1,171,-16,1012,204           
1,171,-192,1012,132          
0,172,-32,1040,-192          
0,173,16,1032,-180           
1,173,-76,1024,188           
0,174,8,1000,-292            
1,174,-100,1052,64           
0,175,-68,872,-544           
1,175,-144,1040,-96          
0,176,0,740,-652             
1,176,-360,1076,80           
0,177,-268,376,-940          
1,177,-288,960,-288          
1,177,-224,1024,164          
0,178,76,992,-296            
0,179,84,984,-320            
1,179,-152,1008,244          
1,180,-144,1000,228          
1,181,-136,1016,240          
1,181,-144,1008,224          
0,182,192,948,-292           
1,182,-128,996,264           
0,183,-252,580,-804          
1,183,-296,976,-220          
0,184,-304,312,-956          
1,184,-384,944,-280          
0,185,-256,328,-948          
0,186,-288,328,-948          
0,186,-288,352,-940          
1,186,-380,940,-280          
0,187,-288,352,-960          
0,188,-224,660,-732          
0,189,-280,484,-888          
1,189,-264,1004,-180         
0,190,-288,468,-884          
